route_id,route_short_name,route_long_name,direction,headway_minutes,total_trips,trip_id,trip_start_time,stop_order,stop_name,arrival_time,departure_time
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,14,NADRA Chowk,9:53:36,9:53:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,15,Lodges Park,9:54:56,9:55:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,16,Sukh Chayn Park,9:56:16,9:56:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,17,Radio Pakistan,10:02:16,10:02:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,18,National Library,10:03:56,10:04:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,19,Aiwan e Sadar Colony,10:09:27,10:09:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,20,Muslim Colony,10:11:07,10:11:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175237-0,9:20:00,21,Bari Imam,10:15:35,10:15:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,1,PIMS Hospital,9:30:00,9:30:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,2,Children Hospital,9:32:04,9:32:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,3,Rescue 15,9:34:12,9:34:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,4,Bank Colony,9:36:17,9:36:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,5,Salai Centre,9:38:07,9:38:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,6,Sitara Market,9:40:15,9:40:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,7,Pully Stop,9:43:07,9:43:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,8,Iqbal Hall,9:45:15,9:45:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,9,G-6/1.2,9:48:49,9:49:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,10,Melody Market,9:50:57,9:51:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,11,Abpara Market,9:53:47,9:54:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,12,Youth Hostel,9:56:07,9:56:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,13,ICB College,10:02:46,10:03:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,14,NADRA Chowk,10:03:36,10:03:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,15,Lodges Park,10:04:56,10:05:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,16,Sukh Chayn Park,10:06:16,10:06:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,17,Radio Pakistan,10:12:16,10:12:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,18,National Library,10:13:56,10:14:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,19,Aiwan e Sadar Colony,10:19:27,10:19:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,20,Muslim Colony,10:21:07,10:21:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175241-0,9:30:00,21,Bari Imam,10:25:35,10:25:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,1,PIMS Hospital,9:40:00,9:40:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,2,Children Hospital,9:42:04,9:42:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,3,Rescue 15,9:44:12,9:44:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,4,Bank Colony,9:46:17,9:46:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,5,Salai Centre,9:48:07,9:48:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,6,Sitara Market,9:50:15,9:50:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,7,Pully Stop,9:53:07,9:53:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,8,Iqbal Hall,9:55:15,9:55:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,9,G-6/1.2,9:58:49,9:59:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,10,Melody Market,10:00:57,10:01:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,11,Abpara Market,10:03:47,10:04:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,12,Youth Hostel,10:06:07,10:06:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,13,ICB College,10:12:46,10:13:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,14,NADRA Chowk,10:13:36,10:13:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,15,Lodges Park,10:14:56,10:15:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,16,Sukh Chayn Park,10:16:16,10:16:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,17,Radio Pakistan,10:22:16,10:22:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,18,National Library,10:23:56,10:24:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,19,Aiwan e Sadar Colony,10:29:27,10:29:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,20,Muslim Colony,10:31:07,10:31:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175245-0,9:40:00,21,Bari Imam,10:35:35,10:35:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,1,PIMS Hospital,9:50:00,9:50:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,2,Children Hospital,9:52:04,9:52:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,3,Rescue 15,9:54:12,9:54:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,4,Bank Colony,9:56:17,9:56:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,5,Salai Centre,9:58:07,9:58:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,6,Sitara Market,10:00:15,10:00:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,7,Pully Stop,10:03:07,10:03:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,8,Iqbal Hall,10:05:15,10:05:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,9,G-6/1.2,10:08:49,10:09:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,10,Melody Market,10:10:57,10:11:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,11,Abpara Market,10:13:47,10:14:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,12,Youth Hostel,10:16:07,10:16:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,13,ICB College,10:22:46,10:23:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,14,NADRA Chowk,10:23:36,10:23:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,15,Lodges Park,10:24:56,10:25:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,16,Sukh Chayn Park,10:26:16,10:26:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,17,Radio Pakistan,10:32:16,10:32:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,18,National Library,10:33:56,10:34:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,19,Aiwan e Sadar Colony,10:39:27,10:39:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,20,Muslim Colony,10:41:07,10:41:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175248-0,9:50:00,21,Bari Imam,10:45:35,10:45:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,1,PIMS Hospital,10:00:00,10:00:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,2,Children Hospital,10:02:04,10:02:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,3,Rescue 15,10:04:12,10:04:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,4,Bank Colony,10:06:17,10:06:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,5,Salai Centre,10:08:07,10:08:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,6,Sitara Market,10:10:15,10:10:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,7,Pully Stop,10:13:07,10:13:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,8,Iqbal Hall,10:15:15,10:15:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,9,G-6/1.2,10:18:49,10:19:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,10,Melody Market,10:20:57,10:21:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,11,Abpara Market,10:23:47,10:24:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,12,Youth Hostel,10:26:07,10:26:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,13,ICB College,10:32:46,10:33:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,14,NADRA Chowk,10:33:36,10:33:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,15,Lodges Park,10:34:56,10:35:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,16,Sukh Chayn Park,10:36:16,10:36:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,17,Radio Pakistan,10:42:16,10:42:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,18,National Library,10:43:56,10:44:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,19,Aiwan e Sadar Colony,10:49:27,10:49:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,20,Muslim Colony,10:51:07,10:51:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175251-0,10:00:00,21,Bari Imam,10:55:35,10:55:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,1,PIMS Hospital,10:10:00,10:10:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,2,Children Hospital,10:12:04,10:12:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,3,Rescue 15,10:14:12,10:14:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,4,Bank Colony,10:16:17,10:16:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,5,Salai Centre,10:18:07,10:18:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,6,Sitara Market,10:20:15,10:20:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,7,Pully Stop,10:23:07,10:23:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,8,Iqbal Hall,10:25:15,10:25:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,9,G-6/1.2,10:28:49,10:29:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,10,Melody Market,10:30:57,10:31:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,11,Abpara Market,10:33:47,10:34:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,12,Youth Hostel,10:36:07,10:36:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,13,ICB College,10:42:46,10:43:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,14,NADRA Chowk,10:43:36,10:43:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,15,Lodges Park,10:44:56,10:45:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,16,Sukh Chayn Park,10:46:16,10:46:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,17,Radio Pakistan,10:52:16,10:52:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,18,National Library,10:53:56,10:54:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,19,Aiwan e Sadar Colony,10:59:27,10:59:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,20,Muslim Colony,11:01:07,11:01:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175158-0,10:10:00,21,Bari Imam,11:05:35,11:05:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,1,PIMS Hospital,10:20:00,10:20:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,2,Children Hospital,10:22:04,10:22:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,3,Rescue 15,10:24:12,10:24:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,4,Bank Colony,10:26:17,10:26:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,5,Salai Centre,10:28:07,10:28:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,6,Sitara Market,10:30:15,10:30:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,7,Pully Stop,10:33:07,10:33:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,8,Iqbal Hall,10:35:15,10:35:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,9,G-6/1.2,10:38:49,10:39:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,10,Melody Market,10:40:57,10:41:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,11,Abpara Market,10:43:47,10:44:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,12,Youth Hostel,10:46:07,10:46:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,13,ICB College,10:52:46,10:53:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,14,NADRA Chowk,10:53:36,10:53:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,15,Lodges Park,10:54:56,10:55:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,16,Sukh Chayn Park,10:56:16,10:56:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,17,Radio Pakistan,11:02:16,11:02:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,18,National Library,11:03:56,11:04:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,19,Aiwan e Sadar Colony,11:09:27,11:09:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,20,Muslim Colony,11:11:07,11:11:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175162-0,10:20:00,21,Bari Imam,11:15:35,11:15:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,1,PIMS Hospital,10:30:00,10:30:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,2,Children Hospital,10:32:04,10:32:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,3,Rescue 15,10:34:12,10:34:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,4,Bank Colony,10:36:17,10:36:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,5,Salai Centre,10:38:07,10:38:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,6,Sitara Market,10:40:15,10:40:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,7,Pully Stop,10:43:07,10:43:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,8,Iqbal Hall,10:45:15,10:45:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,9,G-6/1.2,10:48:49,10:49:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,10,Melody Market,10:50:57,10:51:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,11,Abpara Market,10:53:47,10:54:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,12,Youth Hostel,10:56:07,10:56:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,13,ICB College,11:02:46,11:03:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,14,NADRA Chowk,11:03:36,11:03:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,15,Lodges Park,11:04:56,11:05:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,16,Sukh Chayn Park,11:06:16,11:06:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,17,Radio Pakistan,11:12:16,11:12:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,18,National Library,11:13:56,11:14:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,19,Aiwan e Sadar Colony,11:19:27,11:19:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,20,Muslim Colony,11:21:07,11:21:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175166-0,10:30:00,21,Bari Imam,11:25:35,11:25:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,1,PIMS Hospital,10:40:00,10:40:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,2,Children Hospital,10:42:04,10:42:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,3,Rescue 15,10:44:12,10:44:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,4,Bank Colony,10:46:17,10:46:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,5,Salai Centre,10:48:07,10:48:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,6,Sitara Market,10:50:15,10:50:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,7,Pully Stop,10:53:07,10:53:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,8,Iqbal Hall,10:55:15,10:55:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,9,G-6/1.2,10:58:49,10:59:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,10,Melody Market,11:00:57,11:01:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,11,Abpara Market,11:03:47,11:04:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,12,Youth Hostel,11:06:07,11:06:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,13,ICB College,11:12:46,11:13:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,14,NADRA Chowk,11:13:36,11:13:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,15,Lodges Park,11:14:56,11:15:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,16,Sukh Chayn Park,11:16:16,11:16:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,17,Radio Pakistan,11:22:16,11:22:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,18,National Library,11:23:56,11:24:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,19,Aiwan e Sadar Colony,11:29:27,11:29:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,20,Muslim Colony,11:31:07,11:31:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175170-0,10:40:00,21,Bari Imam,11:35:35,11:35:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,1,PIMS Hospital,10:50:00,10:50:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,2,Children Hospital,10:52:04,10:52:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,3,Rescue 15,10:54:12,10:54:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,4,Bank Colony,10:56:17,10:56:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,5,Salai Centre,10:58:07,10:58:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,6,Sitara Market,11:00:15,11:00:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,7,Pully Stop,11:03:07,11:03:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,8,Iqbal Hall,11:05:15,11:05:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,9,G-6/1.2,11:08:49,11:09:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,10,Melody Market,11:10:57,11:11:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,11,Abpara Market,11:13:47,11:14:07
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,12,Youth Hostel,11:16:07,11:16:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,13,ICB College,11:22:46,11:23:06
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,14,NADRA Chowk,11:23:36,11:23:56
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,15,Lodges Park,11:24:56,11:25:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,16,Sukh Chayn Park,11:26:16,11:26:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,17,Radio Pakistan,11:32:16,11:32:36
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,18,National Library,11:33:56,11:34:16
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,19,Aiwan e Sadar Colony,11:39:27,11:39:47
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,20,Muslim Colony,11:41:07,11:41:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175174-0,10:50:00,21,Bari Imam,11:45:35,11:45:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,1,PIMS Hospital,11:00:00,11:00:00
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,2,Children Hospital,11:02:04,11:02:24
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,3,Rescue 15,11:04:12,11:04:32
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,4,Bank Colony,11:06:17,11:06:37
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,5,Salai Centre,11:08:07,11:08:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,6,Sitara Market,11:10:15,11:10:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,7,Pully Stop,11:13:07,11:13:27
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,8,Iqbal Hall,11:15:15,11:15:35
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,9,G-6/1.2,11:18:49,11:19:09
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,10,Melody Market,11:20:57,11:21:17
FR-04,FR-04,PIMS Hospital to Bari Amam,Forward,10,97,175178-0,11:00:00,11,Abpara Market,11:23:47,11:24:07
